Aged,No2,Stores,Room_Avg,House_Value,Distance,Teacher_Ratio,Zone,Accesibility,Crime_Ratio,Tax,River,Lower_Income
28.800,0.585,9.690,5.670,23.100,2.799,19.200,0.000,6.000,0.179,391.000,0.000,17.600
83.500,0.609,27.740,5.983,20.100,2.110,20.100,0.000,4.000,0.111,711.000,0.000,13.350
68.200,0.499,5.960,5.933,18.900,3.360,19.200,0.000,5.000,0.064,279.000,0.000,9.680
82.000,0.538,8.140,5.950,13.200,3.990,21.000,0.000,4.000,1.388,307.000,0.000,27.710
100.000,0.693,18.100,5.987,5.600,1.589,20.200,0.000,24.000,25.046,666.000,0.000,26.770
96.200,0.671,18.100,6.380,13.100,1.386,20.200,0.000,24.000,23.648,666.000,0.000,23.690
78.300,0.504,6.200,8.266,44.800,2.895,17.400,0.000,8.000,0.315,307.000,0.000,4.140
21.900,0.403,1.220,7.249,35.400,8.696,17.900,90.000,5.000,0.013,226.000,0.000,4.810
54.300,0.493,7.380,6.376,23.100,4.540,19.600,0.000,5.000,0.182,287.000,0.000,6.870
52.500,0.489,10.590,6.326,24.400,4.355,18.600,0.000,4.000,0.230,277.000,0.000,10.970
41.500,0.499,5.960,5.850,21.000,3.934,19.200,0.000,5.000,0.080,279.000,0.000,8.770
48.000,0.449,4.490,6.389,23.900,4.779,18.500,0.000,3.000,0.051,247.000,0.000,9.620
65.400,0.655,18.100,6.209,21.400,2.963,20.200,0.000,24.000,7.839,666.000,0.000,13.220
86.900,0.647,3.970,8.704,50.000,1.801,13.000,20.000,5.000,0.611,264.000,0.000,5.120
31.900,0.389,2.250,6.453,22.000,7.307,15.300,55.000,1.000,0.011,300.000,0.000,8.230
31.100,0.398,3.370,5.787,19.400,6.612,16.100,80.000,4.000,0.044,337.000,0.000,10.240
92.400,0.740,18.100,5.818,10.500,1.866,20.200,0.000,24.000,22.051,666.000,0.000,22.110
21.100,0.439,5.640,6.511,25.000,6.815,16.800,21.000,4.000,0.054,243.000,0.000,5.280
54.200,0.458,2.180,7.147,36.200,6.062,18.700,0.000,3.000,0.069,222.000,0.000,5.330
68.800,0.488,2.460,6.153,29.600,3.280,17.800,0.000,3.000,0.060,193.000,0.000,13.150
96.600,0.740,18.100,5.854,10.800,1.896,20.200,0.000,24.000,12.802,666.000,0.000,23.790
34.100,0.404,1.520,7.287,33.300,7.309,12.600,80.000,2.000,0.040,329.000,0.000,4.080
93.600,0.624,21.890,6.174,14.000,1.612,21.200,0.000,4.000,0.291,437.000,0.000,24.160
21.400,0.504,6.200,6.552,31.500,3.375,17.400,0.000,8.000,0.442,307.000,0.000,3.760
68.700,0.510,4.050,5.859,22.600,2.702,16.600,0.000,5.000,0.085,296.000,0.000,9.640
54.300,0.428,4.930,6.897,22.000,6.336,16.600,30.000,6.000,0.114,300.000,0.000,11.380
97.000,0.700,18.100,5.036,9.700,1.770,20.200,0.000,24.000,11.578,666.000,0.000,25.680
59.700,0.584,18.100,5.837,10.200,1.998,20.200,0.000,24.000,12.247,666.000,0.000,15.690
85.900,0.524,7.870,6.004,18.900,6.592,15.200,12.500,5.000,0.170,311.000,0.000,17.100
83.000,0.713,18.100,6.317,19.500,2.734,20.200,0.000,24.000,6.655,666.000,0.000,13.990
33.800,0.448,6.910,5.682,19.300,5.100,17.900,0.000,3.000,0.171,233.000,0.000,10.210
79.900,0.504,6.200,7.163,31.600,3.216,17.400,0.000,8.000,0.413,307.000,0.000,6.360
97.400,0.584,18.100,6.162,13.300,2.206,20.200,0.000,24.000,6.393,666.000,0.000,24.100
77.300,0.464,15.040,6.249,20.600,3.615,18.200,28.000,4.000,0.043,270.000,0.000,10.590
89.500,0.700,18.100,5.000,7.400,1.518,20.200,0.000,24.000,22.597,666.000,0.000,31.990
71.600,0.507,6.200,7.358,31.500,4.148,17.400,0.000,8.000,0.512,307.000,0.000,4.730
28.900,0.493,7.380,6.312,23.000,5.416,19.600,0.000,5.000,0.303,287.000,0.000,6.150
95.000,0.713,18.100,6.208,11.700,2.222,20.200,0.000,24.000,13.913,666.000,0.000,15.170
29.300,0.538,8.140,5.935,23.100,4.499,21.000,0.000,4.000,1.054,307.000,0.000,6.580
100.000,0.538,8.140,5.813,14.500,4.095,21.000,0.000,4.000,0.989,307.000,0.000,19.880
86.500,0.713,18.100,6.525,14.100,2.436,20.200,0.000,24.000,4.752,666.000,0.000,18.130
41.900,0.583,18.100,5.871,20.600,3.724,20.200,0.000,24.000,2.379,666.000,0.000,13.340
70.200,0.431,5.860,5.605,18.500,7.955,19.100,22.000,7.000,0.191,330.000,0.000,18.460
37.300,0.515,5.190,6.059,20.600,4.812,20.200,0.000,5.000,0.033,224.000,0.000,8.510
28.400,0.438,6.060,5.706,17.100,6.641,16.900,35.000,1.000,0.050,304.000,0.000,12.430
100.000,0.538,8.140,6.072,14.500,4.175,21.000,0.000,4.000,1.355,307.000,0.000,13.040
8.900,0.431,5.860,6.438,24.800,7.397,19.100,22.000,7.000,0.214,330.000,0.000,3.590
73.400,0.510,4.050,6.315,24.600,3.317,16.600,0.000,5.000,0.054,296.000,0.000,6.290
45.700,0.439,5.640,5.963,19.700,6.815,16.800,21.000,4.000,0.089,243.000,0.000,13.450
91.600,0.647,3.970,7.206,36.500,1.930,13.000,20.000,5.000,0.550,264.000,0.000,8.100
51.800,0.464,6.960,7.691,35.200,4.366,18.600,20.000,3.000,0.222,223.000,1.000,6.580
63.100,0.489,3.410,7.079,28.700,3.414,17.800,0.000,2.000,0.053,270.000,0.000,5.700
52.900,0.428,4.930,6.358,22.200,7.036,16.600,30.000,6.000,0.103,300.000,0.000,11.220
85.100,0.614,18.100,6.103,13.400,2.022,20.200,0.000,24.000,7.050,666.000,0.000,23.290
100.000,0.740,18.100,6.485,15.400,1.979,20.200,0.000,24.000,9.967,666.000,0.000,18.850
28.100,0.484,3.780,6.874,31.200,6.465,17.600,55.000,5.000,0.030,370.000,0.000,4.610
40.000,0.448,6.910,6.069,21.200,5.721,17.900,0.000,3.000,0.123,233.000,0.000,9.550
58.000,0.437,13.920,5.790,20.300,6.320,16.000,0.000,4.000,0.141,289.000,0.000,15.840
36.600,0.404,1.520,7.107,30.300,7.309,12.600,80.000,2.000,0.047,329.000,0.000,8.610
68.100,0.504,6.200,5.981,24.300,3.671,17.400,0.000,8.000,0.537,307.000,0.000,11.650
21.800,0.428,2.950,6.595,30.800,5.401,18.300,75.000,3.000,0.028,252.000,0.000,4.320
63.000,0.439,5.640,6.115,20.500,6.814,16.800,21.000,4.000,0.043,243.000,0.000,9.430
56.400,0.484,3.780,6.696,23.900,5.732,17.600,55.000,5.000,0.026,370.000,0.000,7.180
7.800,0.413,10.810,6.065,22.800,5.287,19.200,0.000,4.000,0.092,305.000,0.000,5.520
88.500,0.507,6.200,6.951,26.700,2.862,17.400,0.000,8.000,0.358,307.000,1.000,9.710
31.100,0.437,13.920,6.678,28.600,5.960,16.000,0.000,4.000,0.129,289.000,0.000,6.270
87.900,0.718,18.100,3.561,27.500,1.613,20.200,0.000,24.000,4.556,666.000,0.000,7.120
71.900,0.472,2.180,7.420,33.400,3.099,18.400,33.000,7.000,0.075,222.000,0.000,6.470
96.200,0.770,18.100,5.362,20.800,2.104,20.200,0.000,24.000,3.678,666.000,0.000,10.190
91.800,0.605,19.580,5.854,22.700,2.422,14.700,0.000,5.000,2.242,403.000,0.000,11.640
18.500,0.428,4.930,6.481,23.700,6.190,16.600,30.000,6.000,0.082,300.000,0.000,6.360
49.900,0.493,7.380,6.041,20.400,4.721,19.600,0.000,5.000,0.351,287.000,0.000,7.700
70.600,0.584,18.100,5.565,11.700,2.064,20.200,0.000,24.000,8.792,666.000,0.000,17.160
83.200,0.544,9.900,5.914,17.800,3.999,18.400,0.000,4.000,0.318,304.000,0.000,18.330
89.300,0.573,11.930,6.794,22.000,2.389,21.000,0.000,1.000,0.110,273.000,0.000,6.480
58.800,0.544,9.900,6.113,21.000,4.002,18.400,0.000,4.000,0.475,304.000,0.000,12.730
87.600,0.614,18.100,5.648,20.800,1.951,20.200,0.000,24.000,12.048,666.000,0.000,14.100
32.100,0.447,6.410,6.482,29.100,4.140,17.600,40.000,4.000,0.080,254.000,0.000,7.190
61.500,0.507,6.200,6.086,24.000,3.652,17.400,0.000,8.000,0.330,307.000,0.000,10.880
90.000,0.520,8.560,6.167,20.100,2.421,20.900,0.000,5.000,0.139,384.000,0.000,12.330
90.300,0.538,8.140,5.813,16.600,4.682,21.000,0.000,4.000,0.672,307.000,0.000,14.810
54.400,0.520,8.560,6.195,21.700,2.778,20.900,0.000,5.000,0.108,384.000,0.000,13.000
96.800,0.631,18.100,6.683,50.000,1.356,20.200,0.000,24.000,5.670,666.000,1.000,3.730
65.300,0.585,9.690,6.019,21.200,2.409,19.200,0.000,6.000,0.239,391.000,0.000,12.920
62.500,0.445,2.890,7.416,33.200,3.495,18.000,0.000,2.000,0.068,276.000,0.000,6.190
47.200,0.453,5.130,5.927,19.600,6.932,19.700,25.000,8.000,0.103,284.000,0.000,9.220
82.500,0.544,9.900,6.635,22.800,3.317,18.400,0.000,4.000,0.493,304.000,0.000,4.540
100.000,0.871,19.580,5.628,15.600,1.517,14.700,0.000,5.000,2.155,403.000,0.000,16.650
100.000,0.740,18.100,6.152,8.700,1.914,20.200,0.000,24.000,15.177,666.000,0.000,26.450
97.100,0.520,8.560,6.474,19.800,2.433,20.900,0.000,5.000,0.128,384.000,0.000,12.270
40.300,0.532,18.100,5.762,21.800,4.098,20.200,0.000,24.000,2.818,666.000,0.000,10.420
73.100,0.547,10.010,5.872,20.400,2.478,17.800,0.000,6.000,0.131,432.000,0.000,15.370
58.500,0.515,5.190,5.968,18.700,4.812,20.200,0.000,5.000,0.061,224.000,0.000,9.290
2.900,0.448,6.910,6.770,26.600,5.721,17.900,0.000,3.000,0.127,233.000,0.000,4.840
40.400,0.433,6.090,6.590,22.000,5.492,16.100,34.000,7.000,0.035,329.000,0.000,9.500
66.600,0.524,7.870,6.012,22.900,5.560,15.200,12.500,5.000,0.088,311.000,0.000,12.430
27.700,0.411,4.950,7.148,37.300,5.117,19.200,80.000,4.000,0.079,245.000,0.000,3.560
40.100,0.493,7.380,6.415,25.000,4.721,19.600,0.000,5.000,0.341,287.000,0.000,6.120
88.400,0.581,25.650,5.986,21.400,1.993,19.100,0.000,2.000,0.169,188.000,0.000,14.810
32.000,0.392,3.640,6.108,21.900,9.221,16.400,80.000,1.000,0.048,315.000,0.000,6.570
100.000,0.700,18.100,5.520,12.300,1.533,20.200,0.000,24.000,7.993,666.000,0.000,24.560
49.100,0.431,5.860,6.433,24.500,7.826,19.100,22.000,7.000,0.164,330.000,0.000,9.520
86.100,0.584,18.100,6.348,14.500,2.053,20.200,0.000,24.000,8.492,666.000,0.000,17.640
98.400,0.624,21.890,6.454,17.100,1.850,21.200,0.000,4.000,0.352,437.000,0.000,14.590
100.000,0.668,18.100,4.906,13.800,1.174,20.200,0.000,24.000,11.108,666.000,0.000,34.770
95.000,0.538,8.140,5.701,13.100,3.787,21.000,0.000,4.000,1.152,307.000,0.000,18.350
90.000,0.713,18.100,6.701,16.400,2.598,20.200,0.000,24.000,4.812,666.000,0.000,16.420
93.900,0.740,18.100,5.627,12.800,1.817,20.200,0.000,24.000,9.391,666.000,0.000,22.880
91.200,0.520,8.560,6.229,19.400,2.545,20.900,0.000,5.000,0.264,384.000,0.000,15.550
83.300,0.488,2.460,7.765,39.800,2.741,17.800,0.000,3.000,0.066,193.000,0.000,7.560
73.300,0.507,6.200,8.337,41.700,3.838,17.400,0.000,8.000,0.575,307.000,0.000,2.470
99.100,0.671,18.100,6.545,10.900,1.519,20.200,0.000,24.000,15.874,666.000,0.000,21.080
29.100,0.437,3.440,6.556,29.800,4.567,15.200,45.000,5.000,0.126,398.000,0.000,4.560
67.000,0.575,3.970,8.297,50.000,2.422,13.000,20.000,5.000,0.578,264.000,0.000,7.440
58.700,0.458,2.180,6.430,28.700,6.062,18.700,0.000,3.000,0.030,222.000,0.000,5.210
36.800,0.409,6.070,5.594,17.400,6.498,18.900,12.500,4.000,0.136,345.000,0.000,13.090
84.700,0.655,18.100,5.952,19.000,2.872,20.200,0.000,24.000,3.775,666.000,0.000,17.150
53.800,0.489,10.590,5.807,22.400,3.653,18.600,0.000,4.000,0.217,277.000,1.000,16.030
18.800,0.401,2.930,6.604,29.100,6.220,15.600,60.000,1.000,0.014,265.000,0.000,4.380
56.100,0.449,4.490,6.630,26.600,4.438,18.500,0.000,3.000,0.057,247.000,0.000,6.530
89.200,0.538,8.140,5.965,19.600,4.012,21.000,0.000,4.000,0.852,307.000,0.000,13.830
6.600,0.413,10.810,6.417,24.200,5.287,19.200,0.000,4.000,0.088,305.000,0.000,6.720
20.100,0.400,2.240,6.345,22.500,7.828,14.800,70.000,5.000,0.065,358.000,0.000,4.970
96.000,0.871,19.580,6.129,17.000,1.749,14.700,0.000,5.000,1.414,403.000,1.000,15.120
36.100,0.410,2.020,6.728,30.100,12.127,17.000,90.000,5.000,0.017,187.000,0.000,4.500
100.000,0.647,3.970,7.333,36.000,1.895,13.000,20.000,5.000,0.663,264.000,0.000,7.790
95.400,0.679,18.100,5.896,8.300,1.909,20.200,0.000,24.000,15.860,666.000,0.000,24.390
85.200,0.520,8.560,6.127,20.400,2.122,20.900,0.000,5.000,0.131,384.000,0.000,14.090
91.000,0.770,18.100,6.395,21.700,2.505,20.200,0.000,24.000,3.850,666.000,1.000,13.270
89.100,0.679,18.100,5.304,10.400,1.647,20.200,0.000,24.000,25.941,666.000,0.000,26.640
100.000,0.700,18.100,5.536,11.300,1.581,20.200,0.000,24.000,9.187,666.000,0.000,23.600
95.400,0.547,10.010,6.092,18.700,2.548,17.800,0.000,6.000,0.222,432.000,0.000,17.090
27.600,0.447,6.410,6.826,33.100,4.863,17.600,40.000,4.000,0.061,254.000,1.000,4.160
97.300,0.614,18.100,5.304,12.000,2.101,20.200,0.000,24.000,15.023,666.000,0.000,24.910
18.400,0.433,6.090,6.495,26.400,5.492,16.100,34.000,7.000,0.093,329.000,0.000,8.670
83.400,0.770,18.100,6.127,22.700,2.723,20.200,0.000,24.000,5.202,666.000,1.000,11.480
97.000,0.581,25.650,5.856,17.300,1.944,19.100,0.000,2.000,0.150,188.000,0.000,25.410
87.900,0.740,18.100,5.935,8.400,1.821,20.200,0.000,24.000,13.678,666.000,0.000,34.020
48.200,0.655,18.100,5.759,19.900,3.066,20.200,0.000,24.000,3.164,666.000,0.000,14.130
29.200,0.453,5.130,6.145,23.300,7.815,19.700,25.000,8.000,0.155,284.000,0.000,6.860
85.400,0.693,18.100,5.531,8.500,1.608,20.200,0.000,24.000,41.529,666.000,0.000,27.380
38.500,0.515,5.190,6.310,20.700,6.458,20.200,0.000,5.000,0.037,224.000,0.000,6.750
47.400,0.400,2.240,6.871,24.800,7.828,14.800,70.000,5.000,0.044,358.000,0.000,6.070
100.000,0.597,18.100,5.757,15.000,1.413,20.200,0.000,24.000,51.136,666.000,0.000,10.110
21.400,0.409,6.070,5.878,22.000,6.498,18.900,12.500,4.000,0.058,345.000,0.000,8.100
72.700,0.489,10.590,5.783,22.500,4.355,18.600,0.000,4.000,0.252,277.000,0.000,18.060
91.900,0.520,8.560,5.836,19.500,2.211,20.900,0.000,5.000,0.171,384.000,0.000,18.660
52.300,0.493,7.380,6.426,23.800,4.540,19.600,0.000,5.000,0.168,287.000,0.000,7.200
83.000,0.504,6.200,8.725,50.000,2.894,17.400,0.000,8.000,0.527,307.000,0.000,4.630
100.000,0.659,18.100,4.138,11.900,1.178,20.200,0.000,24.000,20.716,666.000,0.000,23.340
100.000,0.489,10.590,5.344,20.000,3.875,18.600,0.000,4.000,0.436,277.000,1.000,23.090
89.400,0.647,3.970,7.520,43.100,2.140,13.000,20.000,5.000,0.534,264.000,0.000,7.260
36.600,0.538,8.140,5.456,20.200,3.796,21.000,0.000,4.000,0.803,307.000,0.000,11.690
22.900,0.405,5.320,6.565,24.800,7.317,16.600,52.500,6.000,0.043,293.000,0.000,9.510
6.800,0.431,5.860,6.957,29.600,8.907,19.100,22.000,7.000,0.082,330.000,0.000,3.530
96.400,0.740,18.100,6.341,14.900,2.072,20.200,0.000,24.000,6.288,666.000,0.000,17.790
48.500,0.442,4.390,6.014,17.500,8.014,18.800,0.000,3.000,0.031,352.000,0.000,10.530
98.800,0.609,27.740,5.983,13.600,1.868,20.100,0.000,4.000,0.106,711.000,0.000,18.070
87.400,0.520,8.560,6.137,19.300,2.715,20.900,0.000,5.000,0.212,384.000,0.000,13.440
89.900,0.713,18.100,6.513,20.200,2.802,20.200,0.000,24.000,5.821,666.000,0.000,10.290
31.500,0.385,1.760,6.230,20.100,9.089,18.200,80.000,1.000,0.020,241.000,0.000,12.930
91.800,0.713,18.100,6.297,16.100,2.368,20.200,0.000,24.000,5.090,666.000,0.000,17.270
6.500,0.448,6.910,6.211,24.700,5.721,17.900,0.000,3.000,0.159,233.000,0.000,7.440
8.400,0.431,5.860,8.259,42.800,8.907,19.100,22.000,7.000,0.369,330.000,0.000,3.540
100.000,0.693,18.100,6.404,12.100,1.639,20.200,0.000,24.000,9.596,666.000,0.000,20.310
51.900,0.583,18.100,6.312,21.200,3.992,20.200,0.000,24.000,3.674,666.000,0.000,10.580
94.100,0.538,8.140,5.924,15.600,4.400,21.000,0.000,4.000,0.750,307.000,0.000,16.300
100.000,0.605,19.580,6.066,24.300,1.757,14.700,0.000,5.000,1.343,403.000,0.000,6.430
32.200,0.443,3.330,6.812,35.100,4.101,14.900,20.000,5.000,0.210,216.000,0.000,4.850
100.000,0.871,19.580,6.510,23.300,1.766,14.700,0.000,5.000,1.425,403.000,0.000,7.390
37.200,0.443,3.330,6.968,35.400,5.245,14.900,20.000,5.000,0.037,216.000,0.000,4.590
34.500,0.429,1.250,6.939,26.600,8.792,19.700,40.000,1.000,0.029,335.000,0.000,5.890
98.800,0.624,21.890,6.431,18.000,1.813,21.200,0.000,4.000,0.325,437.000,0.000,15.390
59.700,0.518,1.890,6.540,16.500,6.267,15.900,0.000,1.000,0.025,422.000,0.000,8.650
91.500,0.647,3.970,8.398,48.800,2.289,13.000,20.000,5.000,0.520,264.000,0.000,5.910
98.200,0.713,18.100,6.655,15.200,2.355,20.200,0.000,24.000,5.441,666.000,0.000,17.730
97.800,0.871,19.580,4.903,11.800,1.346,14.700,0.000,5.000,2.780,403.000,0.000,29.290
93.900,0.605,19.580,8.375,50.000,2.162,14.700,0.000,5.000,1.519,403.000,1.000,3.320
100.000,0.631,18.100,6.216,50.000,1.169,20.200,0.000,24.000,9.232,666.000,0.000,9.530
93.500,0.624,21.890,5.942,17.400,1.967,21.200,0.000,4.000,0.323,437.000,0.000,16.900
44.400,0.429,1.250,6.490,22.900,8.792,19.700,40.000,1.000,0.062,335.000,0.000,5.980
95.800,0.581,25.650,5.879,18.800,2.006,19.100,0.000,2.000,0.099,188.000,0.000,17.580
71.000,0.580,18.100,5.926,19.100,2.908,20.200,0.000,24.000,15.576,666.000,0.000,18.130
33.200,0.416,2.680,7.853,48.500,5.118,14.700,95.000,4.000,0.035,224.000,0.000,3.810
97.300,0.605,19.580,5.880,19.100,2.388,14.700,0.000,5.000,2.314,403.000,0.000,12.030
70.400,0.426,4.860,6.619,23.900,5.401,19.000,25.000,4.000,0.045,281.000,0.000,7.220
15.300,0.403,1.470,6.975,34.900,7.653,17.000,95.000,3.000,0.032,402.000,0.000,4.560
92.700,0.609,27.740,5.454,15.200,1.821,20.100,0.000,4.000,0.151,711.000,0.000,18.060
69.100,0.573,11.930,6.593,22.400,2.479,21.000,0.000,1.000,0.063,273.000,0.000,9.670
94.600,0.740,18.100,6.629,13.400,2.125,20.200,0.000,24.000,11.160,666.000,0.000,23.270
76.900,0.504,6.200,7.412,31.700,3.672,17.400,0.000,8.000,0.463,307.000,0.000,5.250
62.000,0.448,6.910,5.602,19.400,6.088,17.900,0.000,3.000,0.220,233.000,0.000,16.200
43.400,0.453,5.130,6.762,25.000,7.981,19.700,25.000,8.000,0.126,284.000,0.000,9.500
79.700,0.585,9.690,6.027,16.800,2.498,19.200,0.000,6.000,0.225,391.000,0.000,14.330
25.800,0.460,3.240,5.868,19.300,5.215,16.900,0.000,4.000,0.066,430.000,0.000,9.970
64.700,0.532,18.100,6.242,23.000,3.424,20.200,0.000,24.000,5.824,666.000,0.000,10.740
93.600,0.614,18.100,6.484,16.700,2.305,20.200,0.000,24.000,4.871,666.000,0.000,18.680
98.200,0.605,19.580,7.802,50.000,2.041,14.700,0.000,5.000,1.834,403.000,1.000,1.920
75.000,0.580,18.100,6.437,23.200,2.897,20.200,0.000,24.000,3.569,666.000,0.000,14.360
87.900,0.713,18.100,5.976,12.700,2.581,20.200,0.000,24.000,4.669,666.000,0.000,19.010
96.100,0.605,19.580,6.319,23.800,2.100,14.700,0.000,5.000,2.300,403.000,0.000,11.100
62.800,0.647,3.970,5.560,22.800,1.986,13.000,20.000,5.000,0.762,264.000,0.000,10.450
56.700,0.580,18.100,5.713,20.100,2.824,20.200,0.000,24.000,13.075,666.000,0.000,14.760
100.000,0.679,18.100,5.957,8.800,1.803,20.200,0.000,24.000,73.534,666.000,0.000,20.620
30.800,0.437,3.440,6.739,30.500,6.480,15.200,45.000,5.000,0.069,398.000,0.000,4.690
82.600,0.547,10.010,6.021,19.200,2.747,17.800,0.000,6.000,0.151,432.000,0.000,10.300
100.000,0.693,18.100,5.453,5.000,1.490,20.200,0.000,24.000,38.352,666.000,0.000,30.590
89.000,0.770,18.100,5.803,16.800,1.905,20.200,0.000,24.000,4.222,666.000,1.000,14.640
67.600,0.614,18.100,6.980,29.800,2.533,20.200,0.000,24.000,4.647,666.000,0.000,11.660
56.500,0.538,8.140,5.834,19.900,4.499,21.000,0.000,4.000,0.627,307.000,0.000,8.470
42.600,0.585,9.690,5.926,24.500,2.382,19.200,0.000,6.000,0.280,391.000,0.000,13.590
45.400,0.515,5.190,5.985,19.000,4.812,20.200,0.000,5.000,0.055,224.000,0.000,9.740
92.400,0.550,13.890,6.373,23.000,3.363,16.400,0.000,5.000,0.114,276.000,1.000,10.500
52.800,0.544,9.900,6.122,22.100,2.640,18.400,0.000,4.000,0.790,304.000,0.000,5.980
45.800,0.437,12.830,6.140,20.800,4.091,18.700,0.000,5.000,0.087,398.000,0.000,10.270
34.500,0.515,5.190,6.037,21.100,5.985,20.200,0.000,5.000,0.039,224.000,0.000,8.010
100.000,0.659,18.100,5.608,27.900,1.285,20.200,0.000,24.000,11.951,666.000,0.000,12.130
98.700,0.713,18.100,6.185,14.100,2.262,20.200,0.000,24.000,9.329,666.000,0.000,18.130
17.000,0.504,6.200,7.686,46.700,3.375,17.400,0.000,8.000,0.298,307.000,0.000,3.920
53.700,0.437,12.830,6.232,21.200,5.014,18.700,0.000,5.000,0.056,398.000,0.000,12.340
79.800,0.583,18.100,6.114,19.100,3.546,20.200,0.000,24.000,5.692,666.000,0.000,14.980
24.800,0.401,1.210,7.923,50.000,5.885,13.600,90.000,1.000,0.015,198.000,1.000,3.160
65.100,0.428,4.930,6.095,20.100,6.336,16.600,30.000,6.000,0.106,300.000,0.000,12.400
41.100,0.472,2.180,7.236,36.100,4.022,18.400,33.000,7.000,0.055,222.000,0.000,6.930
95.600,0.488,2.460,6.563,32.500,2.847,17.800,0.000,3.000,0.100,193.000,0.000,5.680
95.300,0.448,6.910,5.399,14.400,5.870,17.900,0.000,3.000,0.254,233.000,0.000,30.810
96.200,0.605,19.580,7.929,50.000,2.046,14.700,0.000,5.000,2.010,403.000,0.000,3.700
6.000,0.437,12.830,6.273,24.100,4.251,18.700,0.000,5.000,0.079,398.000,0.000,6.780
88.000,0.614,18.100,6.229,21.400,1.951,20.200,0.000,24.000,14.334,666.000,0.000,13.110
66.100,0.489,3.410,6.417,22.600,3.092,17.800,0.000,2.000,0.047,270.000,0.000,8.810
97.900,0.624,21.890,6.151,17.800,1.669,21.200,0.000,4.000,0.544,437.000,0.000,18.460
100.000,0.631,18.100,4.970,50.000,1.333,20.200,0.000,24.000,4.898,666.000,0.000,3.260
27.900,0.411,4.950,6.861,28.500,5.117,19.200,80.000,4.000,0.035,245.000,0.000,3.330
65.200,0.538,2.310,6.575,24.000,4.090,15.300,18.000,1.000,0.006,296.000,0.000,4.980
76.500,0.507,6.200,6.631,25.100,4.148,17.400,0.000,8.000,0.521,307.000,1.000,9.540
74.500,0.437,12.830,6.279,20.000,4.052,18.700,0.000,5.000,0.102,398.000,0.000,11.970
54.000,0.585,9.690,5.707,21.800,2.382,19.200,0.000,6.000,0.173,391.000,0.000,12.010
86.300,0.489,3.410,7.007,23.600,3.422,17.800,0.000,2.000,0.057,270.000,0.000,5.500
72.500,0.547,10.010,6.176,21.200,2.730,17.800,0.000,6.000,0.132,432.000,0.000,12.040
97.400,0.605,19.580,6.943,41.300,1.877,14.700,0.000,5.000,1.224,403.000,0.000,4.590
95.600,0.581,25.650,5.613,15.700,1.757,19.100,0.000,2.000,0.387,188.000,0.000,27.260
92.900,0.547,10.010,5.913,18.800,2.354,17.800,0.000,6.000,0.123,432.000,0.000,16.210
32.300,0.489,10.590,6.375,28.100,3.945,18.600,0.000,4.000,0.141,277.000,0.000,9.380
53.600,0.464,15.040,6.442,22.900,3.666,18.200,28.000,4.000,0.042,270.000,0.000,8.160
81.300,0.770,18.100,6.112,22.600,2.509,20.200,0.000,24.000,4.261,666.000,0.000,12.670
33.300,0.448,6.910,5.786,20.000,5.100,17.900,0.000,3.000,0.188,233.000,0.000,14.150
56.800,0.449,4.490,6.121,22.200,3.748,18.500,0.000,3.000,0.071,247.000,0.000,8.440
87.900,0.713,18.100,6.436,14.300,2.316,20.200,0.000,24.000,5.581,666.000,0.000,16.220
88.800,0.538,8.140,6.047,14.800,4.453,21.000,0.000,4.000,0.956,307.000,0.000,17.280
92.900,0.581,25.650,5.961,20.500,2.087,19.100,0.000,2.000,0.093,188.000,0.000,17.930
81.600,0.547,10.010,6.715,22.800,2.677,17.800,0.000,6.000,0.101,432.000,0.000,10.160
76.000,0.445,2.890,8.069,38.700,3.495,18.000,0.000,2.000,0.121,276.000,0.000,4.210
92.600,0.713,18.100,6.749,13.400,2.324,20.200,0.000,24.000,6.718,666.000,0.000,17.440
98.100,0.538,8.140,5.570,13.600,3.798,21.000,0.000,4.000,1.252,307.000,0.000,21.020
